rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_score,ra,dec,koi_kepmag
8661,4455763,K05061.01,,FALSE POSITIVE,0.0000,289.076510,39.570438,15.581
8662,5603270,K05182.01,,FALSE POSITIVE,,286.042630,40.860291,12.970
8663,4470888,K05065.01,,FALSE POSITIVE,,293.402590,39.567131,15.577
8664,12170767,K05960.01,,CANDIDATE,,297.021700,50.769112,13.325
8665,6060580,K06658.01,,FALSE POSITIVE,0.0000,296.768620,41.319538,13.460
8666,6128245,K06666.01,,CANDIDATE,0.9550,293.279300,41.403679,14.796
8667,6187508,K06672.01,,CANDIDATE,1.0000,285.339630,41.539749,15.181
8668,6209225,K06676.01,,CANDIDATE,,293.161680,41.538158,13.993
8669,6285094,K06683.01,,FALSE POSITIVE,0.0000,291.820010,41.697842,14.967
8670,10346522,K07316.01,,FALSE POSITIVE,0.0000,294.483370,47.452660,14.404
8671,10407047,K07321.01,,FALSE POSITIVE,0.0000,292.776950,47.539391,13.327
8672,10420279,K07325.01,,FALSE POSITIVE,0.0000,297.380310,47.545029,14.774
8673,10481054,K07333.01,,FALSE POSITIVE,0.0000,295.844480,47.652119,13.929
8674,10549576,K07341.01,,FALSE POSITIVE,0.0000,297.118260,47.741611,13.015
8675,10597164,K07347.01,,FALSE POSITIVE,,290.678770,47.845261,13.984
8676,7877820,K06046.01,,FALSE POSITIVE,0.0000,286.286930,43.613640,13.099
8677,2580872,K06283.01,,FALSE POSITIVE,0.0000,292.528590,37.810020,14.880
8678,2716979,K06291.01,,CANDIDATE,,292.296260,37.933060,13.303
8679,2969638,K06298.01,,FALSE POSITIVE,0.0000,285.729710,38.164829,13.954
8680,3115480,K06306.01,,FALSE POSITIVE,0.0000,291.193210,38.244652,14.469
8681,3247294,K06316.01,,FALSE POSITIVE,0.0000,294.439910,38.380840,13.924
8682,8750503,K07910.01,,FALSE POSITIVE,0.0740,290.645450,44.904202,15.577
8683,8296467,K07012.01,,FALSE POSITIVE,0.0000,290.592560,44.206589,15.177
8684,8330575,K07020.01,,FALSE POSITIVE,0.0000,301.020900,44.232239,13.484
8685,8381592,K07030.01,,FALSE POSITIVE,0.0000,297.110500,44.399872,15.599
8686,8443812,K07041.01,,CANDIDATE,0.8880,296.384220,44.433418,15.122
8687,11559304,K07617.01,,CANDIDATE,,291.976350,49.575771,15.720
8688,10118266,K04755.01,,CANDIDATE,0.9990,280.665190,47.114059,14.924
8689,8044608,K03523.01,,FALSE POSITIVE,0.0000,296.904050,43.823891,13.742
8690,6426592,K03554.01,,CANDIDATE,0.5220,285.601620,41.817532,15.207
8691,8263746,K03581.01,,FALSE POSITIVE,0.0000,300.781920,44.194050,16.751
8692,3954227,K03766.01,,FALSE POSITIVE,,291.492860,39.050152,15.985
8693,2569516,K04945.01,,FALSE POSITIVE,0.0000,290.182400,37.818760,12.661
8694,4586482,K05073.01,,FALSE POSITIVE,0.0000,297.483860,39.636490,14.023
8695,6681473,K05312.01,,FALSE POSITIVE,0.0000,288.727420,42.121441,12.992
8696,2711123,K04953.01,,FALSE POSITIVE,0.0000,291.015290,37.967770,12.529
8697,8639155,K07902.01,,FALSE POSITIVE,0.0000,296.788020,44.769600,12.959
8698,10991389,K05850.01,,CANDIDATE,,298.291810,48.465691,14.897
8699,12735793,K05979.01,,FALSE POSITIVE,,289.791660,51.993721,11.982
8700,11080702,K05863.01,,CANDIDATE,,290.002080,48.655361,14.219
8701,6367628,K06696.01,,FALSE POSITIVE,0.0000,292.985260,41.716888,13.035
8702,6421188,K06702.01,,FALSE POSITIVE,0.0000,282.906040,41.831841,13.814
8703,6437993,K06708.01,,FALSE POSITIVE,0.0000,290.185210,41.867222,12.763
8704,6464285,K06716.01,,FALSE POSITIVE,0.0000,297.670960,41.875980,13.826
8705,6522750,K06724.01,,FALSE POSITIVE,0.0000,291.928920,41.956371,11.230
8706,6551106,K06731.01,,CANDIDATE,0.9980,299.075070,41.942230,15.256
8707,10661976,K07356.01,,FALSE POSITIVE,0.0000,290.375580,47.996696,13.740
8708,10686930,K07364.01,,FALSE POSITIVE,0.0000,299.075590,47.920780,12.388
8709,10753734,K07371.01,,FALSE POSITIVE,0.0000,299.078280,48.021969,13.564
8710,10812541,K07375.01,,CANDIDATE,0.9960,297.304380,48.195271,14.849
8711,10849244,K07381.01,,FALSE POSITIVE,0.0000,285.978270,48.225491,12.325
8712,9048145,K06063.01,,FALSE POSITIVE,0.0000,299.397950,45.318230,13.089
8713,9549471,K06070.01,,FALSE POSITIVE,0.0000,299.608980,46.115662,14.292
8714,12266636,K01522.02,,CANDIDATE,0.9580,295.806580,50.909801,14.264
8715,3337438,K06324.01,,FALSE POSITIVE,0.0000,290.140840,38.493809,13.498
8716,3356193,K06331.01,,CANDIDATE,0.4520,294.872560,38.434460,15.902
8717,3644174,K06347.01,,FALSE POSITIVE,0.0000,291.062260,38.787151,15.278
8718,3748855,K06355.01,,CANDIDATE,1.0000,291.933560,38.827202,14.701
8719,3851134,K06366.01,,FALSE POSITIVE,0.0000,291.694270,38.986462,13.476
8720,8479107,K07045.01,,CANDIDATE,0.6700,284.125610,44.550571,14.952
8721,8552500,K07053.01,,FALSE POSITIVE,0.0000,288.867610,44.648022,15.016
8722,8581658,K07064.01,,FALSE POSITIVE,0.0000,298.683290,44.636810,13.396
8723,8625408,K07073.01,,CANDIDATE,0.9510,292.017330,44.713268,13.054
8724,11811382,K05934.01,,FALSE POSITIVE,,290.363650,50.052608,13.891
8725,3241344,K05984.01,,FALSE POSITIVE,0.0000,293.016540,38.318451,14.756
8726,3347485,K05985.01,,FALSE POSITIVE,0.0000,292.779720,38.448551,12.920
8727,4912991,K05997.01,,FALSE POSITIVE,0.0000,288.472140,40.087662,11.297
8728,11564013,K03714.01,,FALSE POSITIVE,0.0000,294.319120,49.532131,15.207
8729,9661869,K03647.01,,FALSE POSITIVE,0.0000,296.657070,46.380520,16.677
8730,10879656,K01642.01,,FALSE POSITIVE,0.0000,298.397740,48.212318,14.823
8731,4750406,K05082.01,,FALSE POSITIVE,,292.891050,39.883980,15.370
8732,5869272,K05208.01,,FALSE POSITIVE,,289.534390,41.157532,15.899
8733,6762188,K05323.01,,CANDIDATE,1.0000,286.551120,42.234798,13.672
8734,3222680,K04966.01,,FALSE POSITIVE,0.0000,287.861300,38.372292,13.041
8735,4813750,K05088.01,,CANDIDATE,0.6270,283.678190,39.964279,15.527
8736,11098704,K05868.01,,CANDIDATE,,298.021360,48.626141,13.787
8737,11145391,K05871.01,,FALSE POSITIVE,,295.476900,48.765079,14.645
8738,6593363,K06736.01,,FALSE POSITIVE,0.0000,287.672760,42.059158,12.893
8739,6607610,K06742.01,,FALSE POSITIVE,0.0000,292.276120,42.037739,14.985
8740,6697716,K06758.01,,FALSE POSITIVE,0.0000,293.594670,42.143082,14.424
8741,6778289,K06767.01,,FALSE POSITIVE,0.0000,292.102360,42.252239,13.076
8742,6842345,K06774.01,,CANDIDATE,0.9460,284.132080,42.350441,15.567
8743,10991989,K07398.01,,FALSE POSITIVE,0.0000,298.527130,48.418591,10.282
8744,11029877,K07403.01,,FALSE POSITIVE,0.0000,291.952670,48.568878,13.681
8745,11092783,K07408.01,,CANDIDATE,1.0000,295.830510,48.602261,15.949
8746,11233911,K07422.01,,FALSE POSITIVE,0.0000,286.122680,48.923439,14.742
8747,11282568,K07430.01,,CANDIDATE,1.0000,282.939940,49.050289,11.466
8748,9966115,K06075.01,,FALSE POSITIVE,0.0000,297.447940,46.884319,12.985
8749,11404644,K06085.01,,FALSE POSITIVE,0.0190,292.756100,49.264561,15.179
8750,8804845,K02039.02,Kepler-1067 b,CONFIRMED,0.9940,285.387420,45.049049,14.305
8751,10916600,K02623.02,,CANDIDATE,0.9930,290.025910,48.335949,13.383
8752,3936061,K06372.01,,CANDIDATE,,285.278230,39.088428,14.603
8753,3973504,K06377.01,,FALSE POSITIVE,0.0000,296.095060,39.055439,15.690
8754,4150703,K06389.01,,FALSE POSITIVE,0.0000,289.764370,39.246231,14.815
8755,4261960,K06397.01,,FALSE POSITIVE,0.0000,291.490630,39.388592,15.722
8756,8738115,K07083.01,,FALSE POSITIVE,0.0000,284.448270,44.963360,15.632
8757,8760760,K07088.01,,CANDIDATE,1.0000,294.599180,44.927689,15.563
8758,8823397,K07096.01,,FALSE POSITIVE,0.0000,293.609860,45.018631,13.249
8759,8957572,K07115.01,,FALSE POSITIVE,0.0000,293.548400,45.201000,12.232
8760,9007918,K07122.01,,FALSE POSITIVE,0.0000,286.008450,45.356030,11.658
8761,5471217,K06010.01,,FALSE POSITIVE,0.0000,297.595310,40.660728,14.418
8762,4285087,K06112.01,,FALSE POSITIVE,0.0000,296.648830,39.318588,12.785
8763,6948815,K05339.01,,FALSE POSITIVE,0.0000,291.887050,42.430149,15.348
8764,3341760,K04973.01,,FALSE POSITIVE,0.0000,291.345950,38.464378,13.085
8765,5981058,K05219.01,,FALSE POSITIVE,0.1130,297.261810,41.255508,15.197
8766,4918303,K05104.01,,CANDIDATE,0.9990,290.124970,40.098381,15.531
8767,11340218,K05885.01,,CANDIDATE,,286.123570,49.105289,14.889
8768,11393248,K05892.01,,CANDIDATE,,286.300840,49.211319,15.337
8769,10055126,K01608.03,,CANDIDATE,0.9600,282.061280,47.085491,13.797
8770,8653134,K06186.01,Kepler-1643 b,CONFIRMED,1.0000,300.431000,44.751015,13.116
8771,6867219,K06783.01,,CANDIDATE,0.8660,293.024720,42.325089,15.472
8772,6929016,K06790.01,,FALSE POSITIVE,0.0000,284.503910,42.463860,15.770
8773,6947837,K06794.01,,FALSE POSITIVE,,291.563600,42.476871,12.331
8774,6967430,K06801.01,,FALSE POSITIVE,0.0000,296.803190,42.477970,14.467
8775,7032117,K06809.01,,FALSE POSITIVE,0.0000,291.319400,42.549500,14.873
8776,11350389,K07438.01,,FALSE POSITIVE,0.0000,291.842900,49.119099,15.724
8777,11411639,K07445.01,,CANDIDATE,0.9480,295.924040,49.220188,15.804
8778,11501774,K07451.01,,FALSE POSITIVE,,288.876370,49.490528,15.247
8779,11551652,K07455.01,,CANDIDATE,,287.575010,49.551167,11.419
8780,11616631,K07463.01,,FALSE POSITIVE,0.0000,294.765750,49.664719,15.848
8781,5952403,K06139.01,,FALSE POSITIVE,0.0000,289.287410,41.264809,6.966
8782,7174617,K06156.01,,CANDIDATE,0.8690,281.593810,42.710011,13.819
8783,6606438,K02860.01,,CANDIDATE,1.0000,291.922550,42.002560,15.549
8784,4349935,K06403.01,,FALSE POSITIVE,0.0000,286.829830,39.469559,14.498
8785,4482738,K06418.01,,FALSE POSITIVE,0.0000,296.139010,39.579632,12.945
8786,4565985,K06424.01,,FALSE POSITIVE,0.0000,292.926820,39.613361,9.242
8787,9085039,K07129.01,,CANDIDATE,,290.380250,45.445419,13.839
8788,9159301,K07138.01,,FALSE POSITIVE,0.0000,293.693330,45.517021,12.146
8789,9181340,K07143.01,,FALSE POSITIVE,0.0000,300.399020,45.521111,14.818
8790,9291748,K07156.01,,FALSE POSITIVE,0.0000,295.947050,45.741562,15.538
8791,9353182,K07164.01,,FALSE POSITIVE,0.0000,295.854430,45.892208,12.421
8792,4346875,K06113.01,,FALSE POSITIVE,0.0000,285.585780,39.479130,15.584
8793,8957954,K06189.01,,FALSE POSITIVE,0.0000,293.685910,45.238609,13.960
8794,3459529,K04984.01,,FALSE POSITIVE,,295.274540,38.564781,15.267
8795,3548645,K04991.01,,CANDIDATE,,292.480900,38.654121,15.270
8796,5016163,K05115.01,,FALSE POSITIVE,0.0000,293.278170,40.157082,15.768
8797,3730176,K05002.01,,FALSE POSITIVE,,285.857300,38.820068,12.796
8798,5110453,K05126.01,,CANDIDATE,,294.848020,40.240879,13.637
8799,3229028,K06100.02,,FALSE POSITIVE,,289.811430,38.324951,13.036
8800,9145861,K06194.01,,CANDIDATE,0.9540,287.840420,45.599751,12.057
8801,3645438,K04385.03,,CANDIDATE,0.9460,291.399380,38.787750,15.825
8802,4740676,K06119.01,,FALSE POSITIVE,0.0000,289.964360,39.811352,13.198
8803,7115878,K06825.01,,FALSE POSITIVE,0.0000,291.199550,42.686722,14.897
8804,7128918,K06833.01,,FALSE POSITIVE,0.0000,294.998230,42.693920,15.758
8805,7200102,K06842.01,,FALSE POSITIVE,0.0000,291.708280,42.797001,15.213
8806,7204073,K06847.01,,FALSE POSITIVE,0.0000,292.959260,42.799252,12.663
8807,7335514,K06860.01,,CANDIDATE,0.9970,280.776860,42.924541,13.291
8808,11773625,K07479.01,,CANDIDATE,0.8750,296.739170,49.978352,13.440
8809,11873166,K07487.01,,FALSE POSITIVE,0.0000,296.193510,50.129219,13.470
8810,11922648,K07494.01,,FALSE POSITIVE,0.0000,295.949250,50.208920,14.529
8811,11966557,K07498.01,,FALSE POSITIVE,0.0000,293.480350,50.347488,15.680
8812,12004679,K07502.01,,FALSE POSITIVE,0.0000,286.425690,50.417019,13.231
8813,3458919,K06337.01,,FALSE POSITIVE,0.0000,295.140290,38.597542,13.815
8814,4661634,K06432.01,,FALSE POSITIVE,0.0000,293.681700,39.758839,15.329
8815,4737302,K06441.01,,FALSE POSITIVE,0.0000,288.926670,39.811790,11.554
8816,4764969,K06450.01,,CANDIDATE,,296.322020,39.856049,12.361
8817,4851338,K06461.01,,FALSE POSITIVE,0.0000,295.862850,39.967110,15.005
8818,9418994,K07172.01,,FALSE POSITIVE,0.0000,297.283870,45.953110,13.396
8819,9509207,K07181.01,,FALSE POSITIVE,0.0000,282.668210,46.160130,13.135
8820,9536048,K07186.01,,FALSE POSITIVE,0.2770,295.613490,46.190689,13.787
8821,9579789,K07193.01,,FALSE POSITIVE,0.0000,287.975460,46.289631,15.458
8822,10989274,K06233.01,Kepler-1645 b,CONFIRMED,1.0000,297.479460,48.418571,14.472
8823,4075064,K06383.01,,FALSE POSITIVE,0.0000,295.869260,39.148201,14.951
8824,6205384,K05250.01,,FALSE POSITIVE,0.0000,291.960270,41.578609,13.945
8825,3836450,K05010.01,,FALSE POSITIVE,0.0000,286.952060,38.960941,13.328
8826,6281127,K05256.01,,FALSE POSITIVE,,290.473750,41.627548,14.514
8827,6289459,K05259.01,,FALSE POSITIVE,,293.249360,41.659611,13.804
8828,6850665,K03244.01,,FALSE POSITIVE,0.0000,287.766270,42.322720,12.391
8829,4933476,K06122.01,,FALSE POSITIVE,0.0000,294.443360,40.061340,14.256
8830,6191945,K06024.01,,FALSE POSITIVE,0.0000,287.332700,41.506672,14.044
8831,5385778,K06129.01,,FALSE POSITIVE,0.0000,297.667880,40.580280,12.696
8832,6694186,K06031.01,,FALSE POSITIVE,0.0000,292.631130,42.180779,12.376
8833,9021047,K07919.01,,FALSE POSITIVE,0.0000,291.495450,45.378941,15.248
8834,7366036,K06867.01,,FALSE POSITIVE,0.0000,292.799620,42.990330,11.656
8835,7381695,K06873.01,,FALSE POSITIVE,0.0860,296.935940,42.954231,15.800
8836,7455553,K06879.01,,FALSE POSITIVE,0.0000,294.839840,43.019718,13.059
8837,7597703,K06891.01,,FALSE POSITIVE,0.0000,288.374110,43.294319,15.322
8838,7695445,K06906.01,,CANDIDATE,,295.907440,43.385979,13.142
8839,12067960,K07510.01,,CANDIDATE,0.9720,294.739620,50.566841,15.289
8840,12164751,K07515.01,,FALSE POSITIVE,0.0000,294.387420,50.717098,14.187
8841,12306808,K07521.01,,FALSE POSITIVE,0.0000,291.110570,51.058929,13.265
8842,12365000,K07527.01,,FALSE POSITIVE,0.0000,295.329070,51.137798,13.573
8843,12418662,K07532.01,,FALSE POSITIVE,0.0000,296.380130,51.209721,15.311
8844,5022440,K06491.01,,FALSE POSITIVE,0.0000,294.902560,40.169979,15.286
8845,5181455,K06536.01,,FALSE POSITIVE,0.0000,290.140930,40.319141,15.473
8846,4931073,K06473.01,,FALSE POSITIVE,0.0000,293.829710,40.031189,11.957
8847,4950341,K06482.01,,FALSE POSITIVE,,298.165470,40.005249,13.604
8848,5025294,K06498.01,,FALSE POSITIVE,0.0000,295.451050,40.175652,13.266
8849,5078879,K06508.01,,FALSE POSITIVE,0.0000,284.115140,40.243561,13.028
8850,9665503,K07221.01,,FALSE POSITIVE,0.0000,297.737640,46.358101,15.217
8851,9762514,K07227.01,,FALSE POSITIVE,0.0000,287.934660,46.580421,15.520
8852,9913481,K07253.01,,FALSE POSITIVE,0.0000,299.586550,46.765541,10.862
8853,9944421,K07260.01,,FALSE POSITIVE,0.0000,288.619200,46.802971,15.137
8854,5115688,K06526.01,,CANDIDATE,,295.949250,40.247829,13.892
8855,3962728,K05028.01,,FALSE POSITIVE,0.0000,293.692500,39.022141,15.742
8856,9274431,K05650.01,,FALSE POSITIVE,,288.970700,45.732079,15.844
8857,10199984,K05776.01,,CANDIDATE,,288.473180,47.247921,13.183
8858,8516349,K05531.01,,FALSE POSITIVE,,298.514470,44.500278,15.669
8859,9357578,K05658.01,,FALSE POSITIVE,,297.297420,45.881748,13.318
8860,4078157,K01319.02,,FALSE POSITIVE,,296.479370,39.127571,15.484
8861,5816144,K06137.01,,CANDIDATE,1.0000,298.194120,41.029331,14.191
8862,10743597,K00989.04,,FALSE POSITIVE,,296.382290,48.045311,15.488
8863,9008737,K02768.03,,CANDIDATE,1.0000,286.398620,45.343529,15.228
8864,6182093,K06143.01,,FALSE POSITIVE,,282.719910,41.519379,9.666
8865,7769815,K06915.01,,FALSE POSITIVE,0.0000,297.019290,43.478802,15.738
8866,7846730,K06923.01,,FALSE POSITIVE,0.0000,298.856020,43.536968,12.956
8867,7955301,K06938.01,,FALSE POSITIVE,0.0000,290.186250,43.723850,12.672
8868,7987749,K06948.01,,FALSE POSITIVE,0.0000,299.821620,43.760342,14.461
8869,8081389,K06958.01,,FALSE POSITIVE,0.0000,284.621980,43.971981,13.990
8870,12555616,K07540.01,,CANDIDATE,0.3470,289.824220,51.552029,13.852
8871,10341777,K07610.01,,FALSE POSITIVE,0.0000,292.718170,47.469891,13.087
8872,11296798,K07615.01,,FALSE POSITIVE,,291.769380,49.075165,10.808
8873,5003670,K04524.03,,CANDIDATE,0.9890,289.548400,40.164200,14.955
8874,7935997,K05447.02,Kepler-1629 b,CONFIRMED,0.0000,280.206600,43.774288,12.750
8875,4737267,K06117.01,,FALSE POSITIVE,0.0000,288.915310,39.804981,15.145
8876,5343976,K06565.01,,FALSE POSITIVE,0.0000,285.085690,40.527630,12.612
8877,5385469,K06571.01,,FALSE POSITIVE,0.0000,297.594850,40.512299,13.087
8878,5700330,K06616.01,,FALSE POSITIVE,0.0000,290.153350,40.901630,13.613
8879,6048106,K06655.01,,FALSE POSITIVE,0.0000,293.558440,41.395351,14.091
8880,5091614,K06515.01,,FALSE POSITIVE,0.0000,289.482970,40.292751,14.083
8881,5174492,K06534.01,,FALSE POSITIVE,0.0000,287.888820,40.386768,12.051
8882,5263167,K06546.01,,CANDIDATE,0.7830,288.030580,40.418301,15.420
8883,5295206,K06557.01,,CANDIDATE,0.9890,296.927730,40.429661,13.805
8884,5460835,K06580.01,,FALSE POSITIVE,0.0000,295.296910,40.661560,14.293
8885,10053138,K07279.01,,CANDIDATE,0.7690,280.719480,47.072220,13.717
8886,10093664,K07285.01,,FALSE POSITIVE,0.0000,298.200290,47.062920,12.317
8887,10189523,K07293.01,,FALSE POSITIVE,0.0000,283.011960,47.238602,15.856
8888,10290447,K07306.01,,FALSE POSITIVE,,297.592320,47.345360,14.353
8889,6531485,K06726.01,,FALSE POSITIVE,0.0000,294.587890,41.914261,15.553
8890,7499571,K06883.01,,FALSE POSITIVE,,280.462590,43.142052,14.931
8891,7674050,K05412.01,,FALSE POSITIVE,0.0000,288.743590,43.351089,15.911
8892,8547213,K05536.01,,FALSE POSITIVE,,286.112340,44.657581,15.033
8893,9391817,K05663.01,,CANDIDATE,0.9650,285.606750,45.990318,13.060
8894,7750342,K05420.01,,FALSE POSITIVE,,290.857730,43.484550,13.234
8895,9456887,K05677.01,,CANDIDATE,0.8840,288.136840,46.038380,14.900
8896,7830321,K06044.01,,FALSE POSITIVE,0.0000,294.454440,43.500511,15.476
8897,6362386,K06146.01,,FALSE POSITIVE,0.0000,291.264160,41.748840,12.930
8898,11516930,K06240.01,,FALSE POSITIVE,0.0000,296.206210,49.472050,14.189
8899,11856178,K06246.01,,CANDIDATE,1.0000,287.165040,50.113232,11.767
8900,7622059,K06161.01,,FALSE POSITIVE,0.0000,295.919980,43.281750,13.272
8901,8094221,K06962.01,,FALSE POSITIVE,0.0000,290.585510,43.972160,15.429
8902,8098960,K06966.01,,CANDIDATE,0.9800,292.303380,43.983810,15.381
8903,8123937,K06973.01,,FALSE POSITIVE,,299.482060,43.916603,11.626
8904,8158324,K06981.01,,FALSE POSITIVE,,289.187870,44.006969,14.733
8905,8231877,K06996.01,,FALSE POSITIVE,0.0000,291.266970,44.197269,14.932
8906,4483235,K07550.01,,FALSE POSITIVE,0.0000,296.233890,39.560089,13.505
8907,6590362,K07570.01,,FALSE POSITIVE,0.0000,286.451260,42.012489,14.973
8908,7031208,K07574.01,,FALSE POSITIVE,0.0000,291.011600,42.553822,15.322
8909,7115384,K07578.01,,FALSE POSITIVE,,291.032260,42.650471,10.628
8910,8106973,K07588.01,,FALSE POSITIVE,,295.019070,43.959839,15.862
8911,6698670,K06760.01,,FALSE POSITIVE,0.0000,293.838260,42.122211,12.960
8912,7116043,K06826.01,,FALSE POSITIVE,0.0000,291.247070,42.626389,14.530
8913,7125636,K06832.01,,FALSE POSITIVE,0.0000,294.107910,42.617321,15.507
8914,5475712,K06588.01,,FALSE POSITIVE,0.0000,298.573820,40.676601,13.280
8915,5529560,K06593.01,,FALSE POSITIVE,0.0000,290.490570,40.722191,15.259
8916,5621299,K06607.01,,FALSE POSITIVE,0.0000,292.220490,40.885670,13.910
8917,5725851,K06620.01,,FALSE POSITIVE,0.0000,297.131160,40.921341,13.411
8918,5802285,K06627.01,,FALSE POSITIVE,0.0000,295.108430,41.074059,15.349
8919,4157488,K06390.01,,FALSE POSITIVE,0.0000,291.603180,39.228329,13.961
8920,5111801,K06521.01,,FALSE POSITIVE,0.0000,295.173680,40.290157,9.807
8921,6523216,K06725.01,,FALSE POSITIVE,0.0000,292.083830,41.915031,13.254
8922,7870250,K06926.01,,FALSE POSITIVE,0.0000,282.157440,43.689152,14.569
8923,9780149,K05713.01,,FALSE POSITIVE,0.1330,295.602600,46.517567,12.294
8924,8417078,K04693.01,Kepler-1619 b,CONFIRMED,0.9910,285.703460,44.422001,13.341
8925,12735830,K03311.01,Kepler-1465 b,CONFIRMED,1.0000,289.819340,51.904850,14.410
8926,3858767,K06370.01,,FALSE POSITIVE,,293.661770,38.964748,14.248
8927,10924400,K07388.01,,FALSE POSITIVE,0.0000,293.825870,48.344360,12.306
8928,7103300,K06819.01,,CANDIDATE,,286.845340,42.676960,11.429
8929,11672354,K07471.01,,CANDIDATE,0.9530,296.820370,49.750450,15.591
8930,9644411,K07213.01,,FALSE POSITIVE,0.0160,289.879150,46.322498,14.785
8931,7663804,K06898.01,,FALSE POSITIVE,,283.690980,43.367691,13.636
8932,8195877,K06989.01,,FALSE POSITIVE,0.0000,300.568300,44.029549,13.441
8933,8258103,K07590.01,,FALSE POSITIVE,,299.202390,44.141750,11.548
8934,10208894,K08199.01,,FALSE POSITIVE,0.0000,292.322330,47.255112,13.993
8935,10253977,K08201.01,,CANDIDATE,0.2160,281.870150,47.394989,14.382
8936,10268714,K08202.01,,FALSE POSITIVE,0.1410,289.640590,47.346439,12.568
8937,10281311,K08203.01,,FALSE POSITIVE,0.0370,294.644930,47.338921,14.790
8938,10341876,K08204.01,,FALSE POSITIVE,0.0000,292.759280,47.430401,15.506
8939,10351947,K08205.01,,CANDIDATE,0.3250,296.382780,47.409592,12.766
8940,1026032,K06252.01,,FALSE POSITIVE,0.0000,291.044070,36.729271,14.813
8941,2583777,K06284.01,,FALSE POSITIVE,0.0000,293.167270,37.841389,12.735
8942,2834463,K06293.01,,CANDIDATE,0.7940,286.587010,38.001080,14.199
8943,3343866,K06328.01,,FALSE POSITIVE,0.0040,291.866550,38.409081,13.755
8944,3973002,K06376.01,,FALSE POSITIVE,0.0000,296.002110,39.000511,14.985
8945,12600735,K00548.02,,CANDIDATE,0.8130,289.500670,51.685730,14.020
8946,1434395,K07623.01,,FALSE POSITIVE,0.0140,291.856480,37.065651,12.552
8947,2299738,K07628.01,,CANDIDATE,0.9010,290.717250,37.649010,13.961
8948,2302758,K07629.01,,FALSE POSITIVE,0.0000,291.402890,37.676689,14.661
8949,2449053,K07633.01,,FALSE POSITIVE,0.0000,292.689850,37.774361,15.141
8950,8587439,K07899.01,,FALSE POSITIVE,0.0020,300.185030,44.635578,14.130
8951,8703506,K07907.01,,FALSE POSITIVE,0.0190,296.823610,44.855309,15.672
8952,8712863,K07908.01,,FALSE POSITIVE,0.1680,299.250920,44.856091,11.238
8953,8962007,K07917.01,,FALSE POSITIVE,0.0020,294.948730,45.210251,14.842
8954,9079915,K07922.01,,FALSE POSITIVE,0.0070,287.899350,45.417488,13.513
8955,10383687,K00334.01,,FALSE POSITIVE,0.0000,280.881840,47.564243,13.301
8956,8248939,K00061.01,,FALSE POSITIVE,0.0000,296.935940,44.161045,12.179
8957,7137213,K03907.01,,CANDIDATE,1.0000,296.997800,42.653320,12.642
8958,3764714,K03963.01,,FALSE POSITIVE,0.0000,295.739960,38.862282,12.842
8959,8823833,K03968.01,,FALSE POSITIVE,0.0000,293.774900,45.087639,12.903
8960,10352333,K03991.01,,CANDIDATE,1.0000,296.503540,47.486919,13.140
8961,1870398,K04927.01,,FALSE POSITIVE,0.0000,291.915560,37.322578,14.756
8962,10160922,K07990.01,,CANDIDATE,0.7890,298.315860,47.105091,15.626
8963,10198225,K07991.01,,CANDIDATE,0.9890,287.551820,47.244862,12.609
8964,10214341,K07992.01,,CANDIDATE,0.1260,294.382540,47.205769,14.635
8965,10219288,K07993.01,,FALSE POSITIVE,0.0000,296.081360,47.275814,12.798
8966,10226343,K07994.01,,FALSE POSITIVE,0.0000,298.137850,47.258560,15.666
8967,4763020,K08097.01,,FALSE POSITIVE,0.0170,295.940160,39.849072,12.578
8968,5288744,K08099.01,,FALSE POSITIVE,0.0570,295.538850,40.409279,13.435
8969,5305225,K08100.01,,FALSE POSITIVE,0.0000,298.893590,40.437752,14.013
8970,5598216,K08101.01,,FALSE POSITIVE,0.0000,283.568660,40.865761,13.683
8971,5637036,K08102.01,,FALSE POSITIVE,0.1570,296.423370,40.892471,12.769
8972,5647008,K08103.01,,FALSE POSITIVE,0.4930,298.526790,40.858391,14.335
8973,10385708,K08206.01,,FALSE POSITIVE,0.0000,282.211880,47.577000,11.153
8974,10404545,K08207.01,,FALSE POSITIVE,0.0000,291.754970,47.549332,15.901
8975,10425070,K08208.01,,FALSE POSITIVE,0.0030,298.688320,47.513821,14.977
8976,10425070,K08208.02,,FALSE POSITIVE,0.0000,298.688320,47.513821,14.977
8977,10461045,K08209.01,,FALSE POSITIVE,0.0880,287.822390,47.690208,13.161
8978,10493253,K08210.01,,FALSE POSITIVE,0.1680,299.405090,47.620991,12.393
8979,4160669,K06391.01,,FALSE POSITIVE,0.0000,292.323910,39.299351,11.296
8980,4269252,K06398.01,,FALSE POSITIVE,0.0000,293.279790,39.393318,10.590
