rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_score,ra,dec,koi_kepmag
1914,5005121,K02237.01,,CANDIDATE,0.9940,289.979340,40.142830,15.165
1915,4833421,K00232.05,Kepler-122 f,CONFIRMED,1.0000,291.111880,39.949108,14.247
1916,8229458,K02238.01,Kepler-1152 b,CONFIRMED,0.9970,290.434020,44.107651,14.634
1917,10684670,K02317.01,Kepler-1189 b,CONFIRMED,0.9960,298.426330,47.946781,14.285
1918,11495458,K02318.01,Kepler-1190 b,CONFIRMED,1.0000,284.999630,49.479980,14.471
1919,9003401,K02319.01,,CANDIDATE,0.9980,283.754820,45.335178,13.355
1920,5978559,K02321.01,,CANDIDATE,0.9900,296.707240,41.203651,14.710
1921,8872048,K02323.01,,CANDIDATE,,286.072020,45.136711,15.484
1922,7746958,K02324.01,,CANDIDATE,1.0000,289.677860,43.458134,11.671
1923,6768394,K02086.03,Kepler-60 d,CONFIRMED,0.9510,288.961240,42.265011,13.959
1924,6922710,K02087.01,Kepler-1088 b,CONFIRMED,0.9970,281.561460,42.450500,11.863
1925,11348997,K02090.01,Kepler-1089 b,CONFIRMED,1.0000,291.092740,49.190060,15.535
1926,5705819,K02091.01,,CANDIDATE,1.0000,291.912870,40.953892,15.789
1927,11358389,K02163.01,Kepler-365 b,CONFIRMED,0.9950,295.626590,49.130428,14.651
1928,7204981,K02164.01,Kepler-1127 b,CONFIRMED,1.0000,293.217380,42.720711,15.162
1929,3847907,K00229.01,Kepler-497 b,CONFIRMED,1.0000,290.765870,38.927959,14.720
1930,4370527,K02166.01,Kepler-1128 b,CONFIRMED,0.9970,293.063350,39.403450,15.722
1931,6041734,K02167.01,Kepler-1129 b,CONFIRMED,1.0000,291.604490,41.309361,15.280
1932,9336200,K02242.01,Kepler-1153 b,CONFIRMED,0.9990,289.147220,45.866180,15.758
1933,4770617,K02243.01,Kepler-1154 b,CONFIRMED,1.0000,297.477110,39.877239,14.806
1934,4454934,K02245.01,Kepler-1155 b,CONFIRMED,1.0000,288.820590,39.522820,14.740
1935,9458343,K02246.01,Kepler-1156 b,CONFIRMED,1.0000,288.924010,46.057629,14.152
1936,7120108,K02325.01,,CANDIDATE,1.0000,292.513980,42.651760,14.413
1937,10730703,K02327.01,Kepler-1191 b,CONFIRMED,1.0000,291.657780,48.009312,15.378
1938,8007644,K02328.01,Kepler-1192 b,CONFIRMED,0.4070,282.140560,43.896580,15.684
1939,11192235,K02329.01,,CANDIDATE,0.9490,292.769930,48.899620,15.655
1940,6383785,K00239.01,Kepler-501 b,CONFIRMED,1.0000,297.201540,41.730209,14.762
1941,6696580,K02092.02,Kepler-359 b,CONFIRMED,1.0000,293.293640,42.196350,15.886
1942,6525946,K02093.01,,CANDIDATE,0.9990,292.954160,41.934799,15.357
1943,4249725,K00222.02,Kepler-120 c,CONFIRMED,1.0000,287.891630,39.339130,14.735
1944,8505920,K02094.01,,CANDIDATE,0.9740,295.662870,44.525841,15.001
1945,7918992,K02095.01,Kepler-1091 b,CONFIRMED,0.9980,299.785460,43.670750,14.691
1946,6041734,K02167.02,,CANDIDATE,,291.604490,41.309361,15.280
1947,11308499,K02168.01,Kepler-366 b,CONFIRMED,0.9930,296.852050,49.084438,14.842
1948,11308499,K02168.02,Kepler-366 c,CONFIRMED,1.0000,296.852050,49.084438,14.842
1949,9006186,K02169.01,Kepler-1130 b,CONFIRMED,0.8970,285.207490,45.384350,12.404
1950,9006186,K02169.02,,CANDIDATE,0.9610,285.207490,45.384350,12.404
1951,7802719,K02247.01,Kepler-1157 b,CONFIRMED,1.0000,283.121030,43.525639,14.374
1952,11030475,K02248.01,,CANDIDATE,0.8950,292.239930,48.511570,15.498
1953,11030475,K02248.02,,CANDIDATE,,292.239930,48.511570,15.498
1954,11030475,K02248.03,,CANDIDATE,0.9900,292.239930,48.511570,15.498
1955,5023956,K00233.01,,FALSE POSITIVE,0.0000,295.241820,40.155209,14.605
1956,12401863,K02331.01,Kepler-1193 b,CONFIRMED,0.9890,288.144780,51.275620,13.467
1957,5534941,K02332.01,,CANDIDATE,0.9940,292.252470,40.792721,13.024
1958,11121752,K02333.01,Kepler-380 b,CONFIRMED,0.9700,282.394620,48.759140,13.652
1959,11121752,K02333.02,Kepler-380 c,CONFIRMED,0.9950,282.394620,48.759140,13.652
1960,2990873,K02335.01,Kepler-1194 b,CONFIRMED,0.9930,291.699550,38.145271,14.129
1961,9307509,K02096.01,,CANDIDATE,0.9910,300.619690,45.788921,15.246
1962,10158729,K02097.01,Kepler-1092 b,CONFIRMED,0.9190,297.723140,47.112659,14.649
1963,6105462,K02098.01,Kepler-1093 b,CONFIRMED,0.8160,284.978000,41.420158,13.838
1964,3120355,K02099.01,Kepler-1094 b,CONFIRMED,0.9950,292.301240,38.267040,14.999
1965,6047072,K02100.01,Kepler-1095 b,CONFIRMED,0.9800,293.262450,41.365120,14.553
1966,9006186,K02169.03,,CANDIDATE,0.6490,285.207490,45.384350,12.404
1967,9006186,K02169.04,,CANDIDATE,0.9930,285.207490,45.384350,12.404
1968,11410904,K02171.01,Kepler-1131 b,CONFIRMED,0.9960,295.651490,49.261292,14.972
1969,5021737,K00026.01,,FALSE POSITIVE,0.0000,294.732820,40.150341,11.997
1970,4173026,K02172.01,,CANDIDATE,1.0000,295.164000,39.201408,15.104
1971,10471621,K02554.01,,CANDIDATE,0.5820,292.379790,47.644611,15.439
1972,10471621,K02554.02,,CANDIDATE,0.9880,292.379790,47.644611,15.439
1973,5350244,K02555.01,Kepler-1276 b,CONFIRMED,0.9910,287.856990,40.547180,12.885
1974,5374403,K02556.01,Kepler-1277 b,CONFIRMED,0.9830,295.102420,40.572392,14.050
1975,10925113,K02557.01,,FALSE POSITIVE,0.0000,294.123900,48.348999,15.005
1976,11769801,K02633.01,,FALSE POSITIVE,0.0000,295.142940,49.993069,11.549
1977,11752906,K00253.02,,CANDIDATE,0.9930,285.574340,49.962269,15.254
1978,1995519,K02634.01,Kepler-1299 b,CONFIRMED,0.9520,286.150150,37.411369,15.922
1979,4914566,K02635.01,Kepler-1300 b,CONFIRMED,0.9910,289.033020,40.086891,12.816
1980,6198182,K02636.01,,CANDIDATE,0.9570,289.686710,41.588928,12.320
1981,10024051,K02409.01,Kepler-1228 b,CONFIRMED,1.0000,296.553070,46.966290,14.859
1982,8676038,K02410.01,,CANDIDATE,,285.742980,44.857830,15.141
1983,4349452,K00244.01,Kepler-25 c,CONFIRMED,1.0000,286.638400,39.487881,10.734
1984,8676038,K02410.02,,CANDIDATE,,285.742980,44.857830,15.141
1985,8073806,K02411.01,,CANDIDATE,1.0000,280.314880,43.985710,15.361
1986,10419312,K02412.01,,FALSE POSITIVE,0.0000,297.111570,47.534691,13.962
1987,10453588,K02484.01,Kepler-1253 b,CONFIRMED,0.9390,283.885100,47.637218,12.464
1988,11125613,K02485.01,Kepler-1254 b,CONFIRMED,0.9980,285.173340,48.770039,15.311
1989,8074328,K02486.01,,CANDIDATE,1.0000,280.690460,43.919182,13.047
1990,7212184,K02487.01,Kepler-1255 b,CONFIRMED,0.9870,295.239260,42.726479,15.251
1991,6956014,K00031.01,,FALSE POSITIVE,0.0000,294.031800,42.468845,10.795
1992,9757613,K00250.02,Kepler-26 c,CONFIRMED,1.0000,284.940980,46.566540,15.473
1993,5307858,K02558.01,,FALSE POSITIVE,0.0000,299.413330,40.428478,15.600
1994,6605493,K02559.01,,CANDIDATE,1.0000,291.606750,42.035919,13.799
1995,4670217,K02560.01,,CANDIDATE,0.9990,295.705170,39.756840,15.486
1996,7259298,K02561.01,Kepler-1278 b,CONFIRMED,1.0000,282.956940,42.825619,13.658
1997,9574179,K02637.01,,CANDIDATE,0.9930,284.728940,46.206478,15.016
1998,6211812,K02638.01,,CANDIDATE,0.9700,293.941160,41.590500,15.550
1999,11391755,K02639.01,,CANDIDATE,0.6510,285.365170,49.201561,15.527
2000,11391755,K02639.02,,CANDIDATE,,285.365170,49.201561,15.527
2001,9088780,K02640.01,,CANDIDATE,,291.809840,45.435478,13.226
2002,8894646,K02641.01,,CANDIDATE,1.0000,294.995850,45.119579,13.845
2003,3234598,K02413.02,Kepler-383 c,CONFIRMED,1.0000,291.342590,38.363129,15.070
2004,8611832,K02414.01,Kepler-384 b,CONFIRMED,0.9720,286.026120,44.782871,13.584
2005,8611832,K02414.02,Kepler-384 c,CONFIRMED,0.9730,286.026120,44.782871,13.584
2006,5621586,K02415.01,,CANDIDATE,1.0000,292.315120,40.838821,15.659
2007,9210387,K02416.01,,CANDIDATE,1.0000,288.207640,45.683479,15.466
2008,11852982,K00247.01,,CANDIDATE,1.0000,284.998600,50.146790,14.216
2009,8559152,K02488.01,Kepler-1256 b,CONFIRMED,0.9740,291.474300,44.683510,13.539
2010,2718778,K02489.01,,CANDIDATE,0.9990,292.690400,37.934570,15.708
2011,3122913,K02490.01,,CANDIDATE,1.0000,292.901610,38.297081,15.701
2012,9229657,K02491.01,Kepler-1257 b,CONFIRMED,1.0000,296.075680,45.627060,15.553
2013,5175024,K02563.01,Kepler-1279 b,CONFIRMED,0.9930,288.095640,40.365971,13.973
2014,9026749,K02564.01,Kepler-1280 b,CONFIRMED,0.9560,293.573940,45.384541,14.074
2015,12216278,K02565.01,,FALSE POSITIVE,0.0010,295.558200,50.828388,15.415
2016,9159242,K02566.01,,FALSE POSITIVE,0.0000,293.674260,45.517239,14.028
2017,12061096,K02642.01,,FALSE POSITIVE,,291.136380,50.575939,15.612
2018,5794240,K00254.01,Kepler-45 b,CONFIRMED,0.9990,292.872890,41.064270,15.979
2019,6933567,K02643.01,Kepler-1301 b,CONFIRMED,0.9180,286.604160,42.440319,15.400
2020,9993529,K02644.01,,FALSE POSITIVE,0.0000,282.405940,46.904480,14.864
2021,6044553,K02646.01,,FALSE POSITIVE,0.0000,292.487030,41.311119,15.397
2022,9654468,K02417.01,,CANDIDATE,1.0000,294.005430,46.310692,16.220
2023,4349452,K00244.02,Kepler-25 b,CONFIRMED,1.0000,286.638400,39.487881,10.734
2024,10027247,K02418.01,Kepler-1229 b,CONFIRMED,0.9370,297.486690,46.996712,15.474
2025,6343170,K02419.01,Kepler-1230 b,CONFIRMED,0.9980,283.264500,41.711449,15.309
2026,7107802,K02420.01,Kepler-1231 b,CONFIRMED,0.9960,288.588350,42.605659,14.746
2027,10028535,K02493.01,Kepler-1259 b,CONFIRMED,1.0000,297.841490,46.967682,15.304
2028,7047207,K02494.01,Kepler-1260 b,CONFIRMED,1.0000,295.591250,42.555241,14.838
2029,5212220,K02495.01,,FALSE POSITIVE,0.0000,297.859380,40.326939,13.214
2030,9964748,K02496.01,,FALSE POSITIVE,0.0000,297.048520,46.867981,14.675
2031,9757613,K00250.03,Kepler-26 d,CONFIRMED,1.0000,284.940980,46.566540,15.473
2032,8247770,K02569.01,,CANDIDATE,0.4270,296.603000,44.140820,14.273
2033,6867588,K02571.01,,CANDIDATE,1.0000,293.137050,42.350479,14.434
2034,7501646,K02572.01,,CANDIDATE,1.0000,281.592350,43.177879,15.522
2035,11962284,K02647.01,Kepler-1302 b,CONFIRMED,0.9990,290.989230,50.308060,15.102
2036,2573056,K02648.01,,FALSE POSITIVE,0.0000,290.847140,37.864052,14.676
2037,6842682,K02649.01,Kepler-1303 b,CONFIRMED,0.9920,284.287140,42.355610,14.640
2038,8890150,K02650.01,Kepler-395 c,CONFIRMED,0.9850,293.511080,45.136589,15.987
2039,8890150,K02650.02,Kepler-395 b,CONFIRMED,0.9830,293.511080,45.136589,15.987
2040,8838950,K02421.01,,CANDIDATE,0.9110,298.419310,45.071442,14.363
2041,11360805,K02422.01,Kepler-1232 b,CONFIRMED,1.0000,296.550050,49.102322,14.803
2042,9845898,K02423.01,Kepler-1233 b,CONFIRMED,1.0000,297.375090,46.662209,14.689
2043,12453581,K02424.01,Kepler-1234 b,CONFIRMED,0.9860,287.522030,51.375858,15.912
2044,11922678,K02425.01,,FALSE POSITIVE,0.0000,295.962830,50.240250,13.510
2045,5959719,K02498.01,Kepler-390 b,CONFIRMED,0.9220,291.628780,41.208599,13.942
2046,5544903,K02499.01,,FALSE POSITIVE,0.0000,295.017400,40.728001,15.614
2047,5542983,K02501.01,,FALSE POSITIVE,0.0000,294.509770,40.726452,13.388
2048,8256453,K02573.01,,CANDIDATE,1.0000,298.777560,44.119942,15.894
2049,9474493,K02574.01,,FALSE POSITIVE,0.0000,295.466580,46.012402,15.338
2050,4551663,K02576.01,,FALSE POSITIVE,0.0000,288.771120,39.667980,14.166
2051,12257999,K02577.01,,CANDIDATE,1.0000,291.287720,50.909149,13.506
2052,6922203,K02578.01,,CANDIDATE,1.0000,281.260130,42.403290,14.847
2053,11752908,K02651.01,,FALSE POSITIVE,0.0000,285.574920,49.960892,15.554
2054,7021681,K00255.01,Kepler-505 b,CONFIRMED,1.0000,287.858120,42.542629,15.108
2055,4346178,K02652.01,Kepler-1304 b,CONFIRMED,1.0000,285.276430,39.446911,15.022
2056,9664142,K02654.01,Kepler-1305 b,CONFIRMED,0.9780,297.339450,46.347252,15.785
2057,10018233,K02655.01,Kepler-1306 b,CONFIRMED,0.8940,294.478330,46.945862,15.243
2058,8081899,K02426.01,Kepler-1235 b,CONFIRMED,0.9860,284.903020,43.953960,13.889
2059,10189557,K02427.01,,FALSE POSITIVE,0.0010,283.027250,47.249882,15.484
2060,8478994,K00245.01,Kepler-37 d,CONFIRMED,0.9970,284.059540,44.518215,9.705
2061,9965184,K02428.01,,FALSE POSITIVE,0.0000,297.185640,46.825298,15.388
2062,9911882,K02429.01,,FALSE POSITIVE,0.2800,299.078280,46.786160,15.112
2063,8631504,K02503.01,,CANDIDATE,1.0000,294.391050,44.762959,14.146
2064,8110767,K02504.01,,CANDIDATE,0.9600,296.188290,43.936852,15.930
2065,5471574,K02505.01,,FALSE POSITIVE,0.0000,297.688810,40.643661,13.398
2066,6767840,K02506.01,Kepler-1262 b,CONFIRMED,1.0000,288.771820,42.213219,15.180
2067,8379705,K02507.01,,CANDIDATE,1.0000,296.601410,44.325260,15.859
2068,9896018,K02579.01,,CANDIDATE,0.9990,293.988710,46.718021,15.147
2069,11037511,K02580.01,Kepler-1281 b,CONFIRMED,1.0000,295.354460,48.515400,15.790
2070,11818872,K02581.01,,CANDIDATE,1.0000,294.350920,50.081089,13.463
2071,11771430,K02582.01,,CANDIDATE,0.9840,295.846530,49.936131,13.628
2072,5513012,K02668.01,Kepler-1310 b,CONFIRMED,1.0000,283.920040,40.740131,14.159
2073,11761199,K02669.01,,FALSE POSITIVE,0.0000,290.751830,49.972301,15.619
2074,8074805,K02670.01,,FALSE POSITIVE,0.0000,281.055940,43.923740,14.412
2075,2437505,K02671.01,,FALSE POSITIVE,0.0000,290.230320,37.777481,17.290
2076,2437505,K02671.02,,FALSE POSITIVE,,290.230320,37.777481,17.290
2077,11253827,K02672.01,Kepler-396 c,CONFIRMED,0.8200,296.132810,48.977402,11.921
2078,3533469,K02430.01,,FALSE POSITIVE,0.3870,288.106080,38.659061,14.338
2079,8956706,K02431.01,,FALSE POSITIVE,,293.244870,45.298279,15.970
2080,7047363,K02432.01,Kepler-1236 b,CONFIRMED,1.0000,295.624690,42.545898,15.956
2081,11968463,K02433.01,Kepler-385 c,CONFIRMED,0.9820,294.338470,50.336540,15.212
2082,11968463,K02433.02,Kepler-385 b,CONFIRMED,1.0000,294.338470,50.336540,15.212
2083,8836888,K02508.01,,FALSE POSITIVE,0.2940,297.907380,45.032310,15.164
2084,9880190,K02509.01,Kepler-1263 b,CONFIRMED,0.9760,286.483640,46.752621,15.035
2085,5364071,K00248.02,Kepler-49 c,CONFIRMED,1.0000,292.294590,40.591789,15.264
2086,5392702,K02510.01,,FALSE POSITIVE,0.0000,299.036410,40.583172,15.352
2087,8429566,K02511.01,,FALSE POSITIVE,0.0000,291.358670,44.424252,14.834
2088,10387742,K02583.01,,CANDIDATE,0.9980,283.429110,47.592510,12.623
2089,7673841,K02585.01,Kepler-392 b,CONFIRMED,0.9890,288.660770,43.368080,13.455
2090,9827149,K02586.01,Kepler-1282 b,CONFIRMED,1.0000,290.176180,46.698341,15.545
2091,5546691,K02587.01,Kepler-1283 b,CONFIRMED,0.9990,295.462340,40.776970,15.079
2092,12156347,K02588.01,,CANDIDATE,1.0000,289.742770,50.787041,15.484
2093,8636539,K02656.01,,CANDIDATE,0.9900,296.005430,44.718510,15.024
2094,9283156,K02657.01,,CANDIDATE,1.0000,292.761750,45.727242,12.869
2095,8547429,K02658.01,,CANDIDATE,0.9950,286.224640,44.654469,14.406
2096,8803882,K02659.01,,FALSE POSITIVE,0.0540,284.796940,45.099091,12.998
2097,9893318,K02660.01,Kepler-1307 b,CONFIRMED,1.0000,292.869840,46.741859,15.394
2098,6864885,K02434.01,,FALSE POSITIVE,0.0000,292.357450,42.389149,15.590
2099,5097868,K02435.01,,CANDIDATE,1.0000,291.374080,40.263371,15.188
2100,8570333,K02436.01,Kepler-1237 b,CONFIRMED,0.9820,295.629270,44.690620,15.758
2101,8478994,K00245.02,Kepler-37 c,CONFIRMED,1.0000,284.059540,44.518215,9.705
2102,5036705,K02437.01,Kepler-1238 b,CONFIRMED,0.9870,297.905790,40.162861,14.725
2103,9574158,K02512.01,,CANDIDATE,1.0000,284.719880,46.250790,15.523
2104,9653622,K02513.01,,CANDIDATE,1.0000,293.668850,46.379250,14.839
2105,4391348,K02514.01,,FALSE POSITIVE,0.0000,297.409060,39.490292,15.083
2106,7294743,K02516.01,,CANDIDATE,0.9920,295.453670,42.858799,13.388
2107,8947520,K02517.01,Kepler-1264 b,CONFIRMED,0.9800,289.884370,45.211498,14.511
2108,12016267,K02590.01,,FALSE POSITIVE,,293.507020,50.450119,11.638
2109,6765135,K02592.01,,CANDIDATE,0.9940,287.752290,42.244781,15.054
2110,3861595,K00004.01,,CANDIDATE,1.0000,294.356540,38.947380,11.432
2111,5725087,K00033.01,,FALSE POSITIVE,0.0000,296.967900,40.926769,11.059
2112,10489206,K00251.01,Kepler-125 b,CONFIRMED,1.0000,298.258120,47.604939,14.752
2113,3426367,K02662.01,Kepler-1308 b,CONFIRMED,1.0000,285.928890,38.520981,14.488
2114,5562090,K02664.01,Kepler-1309 b,CONFIRMED,0.9980,298.735230,40.764160,15.652
2115,11548140,K00256.01,,FALSE POSITIVE,0.0000,285.185120,49.565369,15.373
2116,12110786,K02665.01,,FALSE POSITIVE,0.0000,291.532100,50.681599,13.823
2117,5342061,K02666.01,,CANDIDATE,0.9890,284.119780,40.524281,15.341
2118,3654095,K02667.01,,FALSE POSITIVE,0.0000,293.624420,38.732479,14.834
2119,5078939,K02438.01,,FALSE POSITIVE,0.0000,284.146090,40.272331,15.902
2120,6867555,K02439.01,Kepler-1239 b,CONFIRMED,1.0000,293.127380,42.320099,15.438
2121,5339567,K02440.01,Kepler-1240 b,CONFIRMED,0.9840,282.999730,40.557449,13.987
2122,4459924,K02441.01,,FALSE POSITIVE,0.0000,290.239870,39.564529,14.287
2123,11080405,K02442.01,Kepler-386 c,CONFIRMED,0.9990,289.858890,48.693851,15.629
2124,5529738,K02518.01,,FALSE POSITIVE,0.0000,290.536070,40.705849,14.871
2125,4047631,K02519.01,,CANDIDATE,1.0000,288.903900,39.154209,14.452
2126,10059645,K02520.01,Kepler-1265 b,CONFIRMED,0.9650,284.585780,47.079529,15.602
2127,5364071,K00248.03,Kepler-49 d,CONFIRMED,1.0000,292.294590,40.591789,15.264
2128,7183745,K02521.01,Kepler-1266 b,CONFIRMED,1.0000,285.869290,42.728088,15.860
2129,8212002,K02593.01,Kepler-1285 b,CONFIRMED,1.0000,281.835330,44.155918,11.714
2130,8004903,K02594.01,Kepler-1286 b,CONFIRMED,0.9930,280.258390,43.835758,15.166
2131,8883329,K02595.01,Kepler-393 b,CONFIRMED,0.9930,290.995270,45.192211,13.223
2132,8883329,K02595.02,Kepler-393 c,CONFIRMED,0.9320,290.995270,45.192211,13.223
2133,3644653,K02596.01,,FALSE POSITIVE,0.0000,291.200810,38.747849,15.903
2134,11253827,K02672.02,Kepler-396 b,CONFIRMED,1.0000,296.132810,48.977402,11.921
2135,5514383,K00257.01,Kepler-506 b,CONFIRMED,1.0000,284.635190,40.719830,10.868
2136,10747445,K02673.01,,FALSE POSITIVE,0.0030,297.465940,48.089329,16.444
2137,8022489,K02674.01,,CANDIDATE,0.9890,289.651250,43.824421,13.349
2138,8022489,K02674.02,Kepler-1311 b,CONFIRMED,0.9860,289.651250,43.824421,13.349
2139,8022489,K02674.03,Kepler-1311 c,CONFIRMED,0.9990,289.651250,43.824421,13.349
2140,9209624,K02443.01,Kepler-387 b,CONFIRMED,0.9960,287.798190,45.656712,13.987
2141,9209624,K02443.02,Kepler-387 c,CONFIRMED,0.9910,287.798190,45.656712,13.987
2142,3354846,K02444.01,Kepler-1241 b,CONFIRMED,0.9950,294.576230,38.456970,15.714
2143,6516185,K02445.01,,CANDIDATE,0.9890,289.884460,41.906551,15.817
2144,8478994,K00245.03,Kepler-37 b,CONFIRMED,,284.059540,44.518215,9.705
2145,3946023,K02447.01,,FALSE POSITIVE,0.0000,289.078700,39.040340,12.804
2146,7183745,K02521.02,,CANDIDATE,0.9430,285.869290,42.728088,15.860
2147,9177629,K02522.01,,CANDIDATE,1.0000,299.381590,45.592239,13.713
2148,7778767,K02523.01,Kepler-1267 b,CONFIRMED,0.9980,299.169530,43.441090,15.829
2149,7515762,K02524.01,Kepler-1268 b,CONFIRMED,0.9510,287.838470,43.153229,15.272
2150,5942949,K02525.01,,CANDIDATE,0.8330,285.291930,41.255692,15.699
2151,12120307,K02597.01,Kepler-394 b,CONFIRMED,0.9960,296.301970,50.672321,14.790
2152,12120307,K02597.02,Kepler-394 c,CONFIRMED,0.9690,296.301970,50.672321,14.790
2153,7446631,K02598.01,,CANDIDATE,1.0000,292.324190,43.033451,14.162
2154,9777251,K02600.01,,FALSE POSITIVE,0.0000,294.535160,46.506149,15.053
2155,6864893,K02375.01,,FALSE POSITIVE,0.0000,292.360260,42.398022,14.923
2156,11701407,K02376.01,Kepler-1214 b,CONFIRMED,0.9420,285.142640,49.800671,15.279
2157,5906426,K02377.01,,CANDIDATE,0.8930,299.292270,41.153080,14.782
2158,11288051,K00241.03,Kepler-124 b,CONFIRMED,1.0000,286.752780,49.064911,14.139
2159,10813132,K02378.01,Kepler-1215 b,CONFIRMED,0.8360,297.463620,48.181412,14.431
2160,5857540,K02448.01,Kepler-1242 b,CONFIRMED,1.0000,284.606200,41.196381,15.462
2161,12208631,K02449.01,,CANDIDATE,1.0000,291.550510,50.825611,15.114
2162,7289317,K02450.01,Kepler-1243 b,CONFIRMED,0.9680,294.009460,42.880772,14.834
2163,6500206,K02451.01,,FALSE POSITIVE,0.0000,283.178800,41.989922,14.738
2164,5545815,K02452.01,,FALSE POSITIVE,0.0100,295.260680,40.766392,14.685
2165,3116302,K02526.01,,FALSE POSITIVE,,291.398860,38.228611,13.314
2166,7879433,K02527.01,,CANDIDATE,0.9820,287.142700,43.616051,14.131
2167,9205907,K02528.01,,CANDIDATE,0.9970,285.673770,45.639858,15.646
2168,8463346,K02529.01,Kepler-436 c,CONFIRMED,0.9820,301.720760,44.412060,15.856
2169,5364071,K00248.04,Kepler-49 e,CONFIRMED,0.9990,292.294590,40.591789,15.264
2170,10489206,K00251.02,Kepler-125 c,CONFIRMED,0.9970,298.258120,47.604939,14.752
2171,7531677,K02601.01,,FALSE POSITIVE,0.4240,292.994690,43.180672,13.915
2172,10068659,K02602.01,Kepler-1287 b,CONFIRMED,0.9930,289.134670,47.062988,15.051
2173,2443393,K02603.01,,CANDIDATE,0.8840,291.457550,37.742935,12.643
2174,9019191,K02604.01,,CANDIDATE,0.7420,290.824370,45.355019,15.323
2175,9718379,K02379.01,,FALSE POSITIVE,0.0000,295.065830,46.466389,15.040
2176,3002478,K02380.01,,CANDIDATE,0.9990,294.185610,38.108669,14.216
2177,4055774,K02381.01,,FALSE POSITIVE,0.0000,291.179990,39.105080,15.575
2178,6670075,K02382.01,,FALSE POSITIVE,0.0000,284.032930,42.168709,12.438
2179,9395024,K02383.01,Kepler-1216 b,CONFIRMED,0.9980,287.405330,45.918011,15.133
2180,8631751,K02453.01,,CANDIDATE,1.0000,294.468480,44.753960,15.630
2181,11401822,K02454.01,,FALSE POSITIVE,0.0000,291.286320,49.243080,15.986
2182,6507427,K02455.01,,FALSE POSITIVE,0.0000,286.507390,41.922131,14.413
2183,5521300,K02456.01,,FALSE POSITIVE,0.0000,287.760830,40.742771,14.990
2184,8478994,K00245.04,Kepler-37 e,CONFIRMED,,284.059540,44.518215,9.705
2185,9753154,K02457.01,Kepler-1244 b,CONFIRMED,0.9990,282.301210,46.516201,12.402
2186,9011825,K02530.01,Kepler-1269 b,CONFIRMED,0.9960,287.805570,45.340549,13.611
2187,4172746,K02531.01,,CANDIDATE,0.9960,295.103910,39.268749,15.440
2188,5174858,K02532.01,,CANDIDATE,0.9980,288.029690,40.344151,15.430
2189,11074835,K02533.01,Kepler-1270 b,CONFIRMED,0.9500,286.715640,48.645279,13.274
2190,1996180,K02534.01,Kepler-1271 b,CONFIRMED,0.9990,286.344300,37.411968,13.925
2191,10407221,K02605.01,,FALSE POSITIVE,0.0000,292.844480,47.550419,15.647
2192,5991936,K02606.01,,FALSE POSITIVE,,299.548650,41.241371,13.424
2193,5095635,K02607.01,,CANDIDATE,1.0000,290.684690,40.255451,14.482
2194,6269070,K02608.01,Kepler-1288 b,CONFIRMED,0.9850,285.713500,41.605885,13.321
2195,6705137,K02609.01,,FALSE POSITIVE,0.0000,295.433750,42.167660,14.626
2196,12254688,K02384.01,,FALSE POSITIVE,0.0150,289.373810,50.934341,13.072
2197,8345172,K02385.01,,FALSE POSITIVE,0.0000,282.017400,44.385780,15.812
2198,4172013,K02386.01,,CANDIDATE,1.0000,294.940090,39.232571,14.940
2199,12254378,K02387.01,Kepler-1217 b,CONFIRMED,0.9990,289.186680,50.937561,15.298
2200,4247791,K00028.01,,FALSE POSITIVE,0.0000,287.164860,39.376942,11.260
2201,7604328,K02458.01,Kepler-1245 b,CONFIRMED,0.9980,290.744320,43.260780,15.404
2202,11236244,K02460.01,Kepler-1246 b,CONFIRMED,0.9560,287.657410,48.982159,15.006
2203,9837685,K02461.01,Kepler-1247 b,CONFIRMED,1.0000,294.533540,46.618271,15.935
2204,5042210,K02462.01,,CANDIDATE,0.9960,298.991700,40.142422,11.821
2205,12454461,K02463.01,Kepler-1248 b,CONFIRMED,0.7430,288.059300,51.354450,12.770
2206,1996180,K02534.02,,CANDIDATE,0.9220,286.344300,37.411968,13.925
2207,9635606,K02535.01,,CANDIDATE,0.9990,284.747920,46.373619,14.985
2208,3728701,K02536.01,Kepler-1272 b,CONFIRMED,0.8830,285.219850,38.805882,14.423
2209,10861715,K02537.01,,FALSE POSITIVE,,292.023410,48.226959,15.309
2210,1849702,K02538.01,,CANDIDATE,1.0000,286.285950,37.387058,14.125
2211,9390653,K00249.01,Kepler-504 b,CONFIRMED,1.0000,284.921840,45.972401,14.486
2212,2305866,K02610.01,,CANDIDATE,0.9660,292.093320,37.613480,12.605
2213,11187837,K00252.01,,CANDIDATE,1.0000,290.401490,48.822590,15.613
2214,8885673,K02611.01,,FALSE POSITIVE,0.0010,291.853180,45.110920,15.760
2215,9712350,K02613.01,,CANDIDATE,0.9890,292.703430,46.415871,15.960
2216,8025596,K02615.01,Kepler-1290 b,CONFIRMED,0.9970,290.685240,43.859638,15.711
2217,5956787,K02616.01,,FALSE POSITIVE,0.0000,290.651250,41.234505,12.093
2218,3642741,K00242.01,Kepler-503 b,CONFIRMED,1.0000,290.636510,38.707668,14.747
2219,12071037,K02388.01,,FALSE POSITIVE,0.0000,296.118100,50.516590,14.104
